case,method,phase,rows,operations,seed,hash,truth,candidates,residuals,certain,plane_bytes,summary_bytes,blocks,skipped,text_bytes,g0,g1,g2,g3,stored_bytes,fixture_bytes,digest,correct,ns_per_op,min_ns,max_ns,candidate_fraction,metadata_B_row
far,tag16,q0,1048576,1048576,41,13,4,4289,4289,0,3461440,0,0,0,0,65536,42634,0,0,4194304,67108864,7831855242651732853,1,1.0334538221359255,1.0109430154164631,1.1152172088623047,0.004090309143066406,4.0
far,tag8,q0,1048576,1048576,41,13,4,4289,4289,0,1730720,0,0,0,0,65536,0,0,42634,4194304,67108864,7831855242651732853,1,0.9367485046386719,0.9133522952044452,0.9466475027578848,0.004090309143066406,4.0
far,tag8_eager,q0,1048576,1048576,41,13,4,4289,4289,0,2097152,0,0,0,0,65536,0,0,65536,4194304,67108864,7831855242651732853,1,0.684355065629289,0.681542293445484,0.7195662163399361,0.004090309143066406,4.0
far,tag8_cnf,q0,1048576,1048576,41,13,4,4289,4289,0,1730720,0,0,0,0,65536,0,0,42634,4194304,67108864,7831855242651732853,1,0.9145141798874427,0.9006077667762493,0.9530562696785765,0.004090309143066406,4.0
far,joint64,q0,1048576,1048576,41,13,4,4289,4289,0,1690976,1048576,16384,468,0,63664,0,0,42022,6291456,67108864,7831855242651732853,1,1.069513511657715,1.0412399673461914,1.1485182952880857,0.004090309143066406,6.0
far,marginal64,q0,1048576,1048576,41,13,4,4289,4289,0,1690976,65536,16384,468,0,63664,0,0,42022,4456448,67108864,7831855242651732853,1,0.9966247422354562,0.985239199229649,1.0929445198604042,0.004090309143066406,4.25
broad,soa,q0,1048576,1048576,41,13,5889,5889,0,5889,8388608,0,0,0,0,0,0,0,0,0,67108864,16097067034289439874,1,0.6021917083046653,0.5987766656008635,0.6067814176732846,0.005616188049316406,0.0
broad,tag32,q0,1048576,1048576,41,13,5889,14797,14797,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,16097067034289439874,1,1.4053808513440587,1.1973696758872585,1.6380959059062756,0.014111518859863281,4.0
broad,tag16,q0,1048576,1048576,41,13,5889,14797,14797,0,3920128,0,0,0,0,65536,56968,0,0,4194304,67108864,16097067034289439874,1,1.901776671409607,1.8407043814659119,1.9417871832847595,0.014111518859863281,4.0
broad,tag8,q0,1048576,1048576,41,13,5889,14797,14797,0,1960064,0,0,0,0,65536,0,0,56968,4194304,67108864,16097067034289439874,1,1.357765549107602,1.314660775034051,1.5514700538233708,0.014111518859863281,4.0
broad,tag8_eager,q0,1048576,1048576,41,13,5889,14797,14797,0,2097152,0,0,0,0,65536,0,0,65536,4194304,67108864,16097067034289439874,1,1.3369712352752685,1.2203797817230224,1.3716334819793703,0.014111518859863281,4.0
broad,tag8_cnf,q0,1048576,1048576,41,13,5889,14797,14797,0,1960064,0,0,0,0,65536,0,0,56968,4194304,67108864,16097067034289439874,1,1.4936586681165196,1.4406778435958056,1.4966989818372227,0.014111518859863281,4.0
broad,joint64,q0,1048576,1048576,41,13,5889,14797,14797,0,1958960,1048576,16384,12,0,65488,0,0,56947,6291456,67108864,16097067034289439874,1,1.860793260427622,1.5541210908156176,2.178638751690204,0.014111518859863281,6.0
broad,marginal64,q0,1048576,1048576,41,13,5889,14797,14797,0,1958960,65536,16384,12,0,65488,0,0,56947,4456448,67108864,16097067034289439874,1,1.728904724121094,1.4026977221171062,1.7940550380282931,0.014111518859863281,4.25
clustered,soa,q0,1048576,1048576,41,13,5889,5889,0,5889,8388608,0,0,0,0,0,0,0,0,0,67108864,17269401923470026869,1,0.5039792150821326,0.5013083152051243,0.5219319541499299,0.005616188049316406,0.0
clustered,tag32,q0,1048576,1048576,41,13,5889,14797,14797,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,17269401923470026869,1,0.72139925426907,0.6819849809010824,0.8033522499932184,0.014111518859863281,4.0
clustered,tag16,q0,1048576,1048576,41,13,5889,14797,14797,0,3201312,0,0,0,0,65536,34505,0,0,4194304,67108864,17269401923470026869,1,1.0840240716934206,1.030640363693237,1.1017270485560098,0.014111518859863281,4.0
clustered,tag8,q0,1048576,1048576,41,13,5889,14797,14797,0,1600656,0,0,0,0,65536,0,0,34505,4194304,67108864,17269401923470026869,1,0.9385822888078358,0.9265647427789098,0.9809918239198882,0.014111518859863281,4.0
clustered,tag8_eager,q0,1048576,1048576,41,13,5889,14797,14797,0,2097152,0,0,0,0,65536,0,0,65536,4194304,67108864,17269401923470026869,1,0.7806448655969955,0.7637818841373221,0.8391414530137006,0.014111518859863281,4.0
clustered,tag8_cnf,q0,1048576,1048576,41,13,5889,14797,14797,0,1600656,0,0,0,0,65536,0,0,34505,4194304,67108864,17269401923470026869,1,0.9496712191351532,0.9289525788405847,0.9851279752007847,0.014111518859863281,4.0
clustered,joint64,q0,1048576,1048576,41,13,5889,14797,14797,0,1316208,1048576,16384,4151,0,48932,0,0,33331,6291456,67108864,17269401923470026869,1,0.9686861038208008,0.9322199480874197,1.0140466008867535,0.014111518859863281,6.0
clustered,marginal64,q0,1048576,1048576,41,13,5889,14797,14797,0,1316208,65536,16384,4151,0,48932,0,0,33331,4456448,67108864,17269401923470026869,1,0.8925457000732422,0.8739507993062338,0.9908031781514487,0.014111518859863281,4.25
hot,soa,q0,1048576,1048576,41,13,850199,850199,0,850199,8388608,0,0,0,0,0,0,0,0,0,67108864,12064634961208617218,1,3.0537700653076167,3.0442006587982173,3.068902492523194,0.8108129501342773,0.0
hot,tag32,q0,1048576,1048576,41,13,850199,862053,862053,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,12064634961208617218,1,3.7048601422991077,3.6809877668108264,3.7544484819684705,0.822117805480957,4.0
hot,tag16,q0,1048576,1048576,41,13,850199,862053,862053,0,2097152,0,0,0,0,65536,0,0,0,4194304,67108864,12064634961208617218,1,3.6847794396536693,3.6588073457990373,3.7441756384713316,0.822117805480957,4.0
hot,tag8,q0,1048576,1048576,41,13,850199,862053,862053,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,12064634961208617218,1,3.7173690795898438,3.658120427812849,3.7557313101632253,0.822117805480957,4.0
hot,tag8_eager,q0,1048576,1048576,41,13,850199,862053,862053,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,12064634961208617218,1,3.6897115707397456,3.6547208513532365,3.7234818594796315,0.822117805480957,4.0
hot,tag8_cnf,q0,1048576,1048576,41,13,850199,862053,862053,0,2097152,0,0,0,0,65536,65536,0,0,4194304,67108864,12064634961208617218,1,3.795727866036551,3.7495675768171037,3.818181037902832,0.822117805480957,4.0
