node_a,node_b,host_a,host_b,same_az,az_a,az_b,flow,canonical_flow,arm,index,port_a,port_b,rtt_train_worst_us,rtt_train_median_us,rtt_round_0_us,rtt_round_1_us,rtt_round_2_us,rtt_round_3_us,rtt_round_4_us,rtt_holdout_worst_us,ab_train_worst_us,ab_train_median_us,ab_request_holdout_round,ab_request_holdout_us,ab_request_holdout_lo_us,ab_request_holdout_hi_us,ba_train_worst_us,ba_train_median_us,ba_request_holdout_round,ba_request_holdout_us,ba_request_holdout_lo_us,ba_request_holdout_hi_us
0,2,az1a,az2a,False,1,2,1,1,sequential,1,50429,48100,605.7492500000001,602.1714999999999,601.9404999999999,602.1714999999999,605.7492500000001,601.3340000000001,600.46425,601.3340000000001,289.0827642376694,286.34545865289726,4,282.9382180372826,227.70594106896908,335.8058290047548,319.0405013259392,319.0405013259392,3,320.41202422509457,260.7733417992494,370.30016106221194
0,2,az1a,az2a,False,1,2,2,2,sequential,2,50430,48100,422.698,420.90675,420.85474999999997,420.90675,422.698,422.68399999999997,421.41575,422.68399999999997,212.23662346303354,209.8198661147932,4,206.82916948363314,168.2984505068568,243.92770292932937,213.75811250114162,213.75811250114162,3,213.1687554574022,156.14942622006987,276.37403865485476
0,2,az1a,az2a,False,1,2,3,3,sequential,3,50431,48100,495.04925000000003,495.01475,495.01475,495.04925000000003,492.80150000000003,495.38824999999997,494.97575,495.38824999999997,286.1573176543917,282.39033988682525,4,279.8748389599301,218.42357779789774,334.86026691211225,211.83803543136895,211.83803543136895,3,211.96870386185543,155.79335239044042,271.15746058423395
0,2,az1a,az2a,False,1,2,4,4,sequential,4,50432,48100,572.2592500000001,568.51925,568.51925,572.2592500000001,563.937,565.0364999999999,562.1737499999999,565.0364999999999,288.58723455262407,285.24611108475915,4,286.42810430318383,235.20376619794803,337.8564423699698,286.75851250735343,286.75851250735343,3,278.7713320885282,239.28094674644643,323.64457155550525
0,2,az1a,az2a,False,1,2,5,5,sequential,5,50433,48100,427.66575,424.94025,424.94025,427.66575,424.48975,427.13925,426.42475,427.13925,219.75557501813455,215.15630797816215,4,215.60342330835283,161.1818316253753,266.4907897366863,213.70446970998194,213.70446970998194,3,209.9624814126792,170.383214987037,250.08105042062073
0,2,az1a,az2a,False,1,2,6,6,sequential,6,50434,48100,495.02675,494.24775,494.24775,495.02675,491.88,491.03725,491.98275,491.98275,212.26504466269492,208.41289691576026,4,210.04456135693692,174.00532516276277,249.95063955210196,287.6647584594282,287.6647584594282,3,280.93297800020525,228.1693093739741,337.94553575910885
0,2,az1a,az2a,False,1,2,7,7,sequential,7,50435,48100,427.97024999999996,426.7595,426.7595,426.5995,427.97024999999996,430.7415,426.37025,430.7415,218.73540640022878,216.42716927147362,4,214.3680476317451,162.18077334884867,273.48380414769764,213.27362921487529,213.27362921487529,3,217.65374318352968,169.0515913599599,260.5961647607104
0,2,az1a,az2a,False,1,2,8,8,sequential,8,50436,48100,529.5944999999999,527.2435,526.76625,527.2435,529.5944999999999,529.1197500000001,529.6714999999999,529.6714999999999,217.774860404258,214.99269985918585,4,214.53837441977475,163.2085806839841,268.1123510534037,315.91391163981615,315.91391163981615,3,312.7484899172946,261.166699094845,366.5628799752749
0,2,az1a,az2a,False,1,2,9,9,sequential,9,50437,48100,527.4515,525.8442500000001,525.79025,527.4515,525.8442500000001,528.0515,525.5609999999999,528.0515,215.27998133709352,210.82905877161653,4,209.50573811413184,165.37177219904913,253.80929517522515,318.7327564754643,318.7327564754643,3,314.16785398427373,259.3339536806303,368.6920768022022
0,2,az1a,az2a,False,1,2,10,10,sequential,10,50438,48100,425.41274999999996,425.21325,425.41274999999996,425.21325,425.05975,424.91775,427.1635,427.1635,217.9678034335192,214.08491896544643,4,213.2258446958241,154.29882895965955,267.70904684164157,214.6696396372883,214.6696396372883,3,209.67009504484247,158.7943379887892,260.06880559984944
0,2,az1a,az2a,False,1,2,11,11,sequential,11,50439,48100,535.56275,529.98225,529.98225,535.56275,529.317,530.451,529.10825,530.451,217.71317870133637,214.15706700975397,4,213.5436626100354,166.1797149406909,255.5752707981983,319.82919101823154,319.82919101823154,3,318.46458036931836,266.1877964614613,372.2851837583089
0,2,az1a,az2a,False,1,2,12,12,sequential,12,50440,48100,425.10725,423.13925,423.13925,425.10725,423.111,424.8965,427.47249999999997,427.47249999999997,220.39860790789004,216.1884987230717,4,214.00763788024477,174.47178393523546,252.2990774044548,209.04647942648842,209.04647942648842,3,209.59177153567714,160.4232782659661,265.06604233463435
0,2,az1a,az2a,False,1,2,13,13,sequential,13,50441,48100,428.16949999999997,427.7815,428.16949999999997,427.7815,427.0505,428.59900000000005,427.808,428.59900000000005,220.13425496692747,215.2197792922521,4,213.6685797092322,158.24444847497472,269.3502525843845,210.810913753881,210.810913753881,3,212.2948732751289,153.00900228578575,272.2419896652151
