case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n9b7stride96_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,0,43.439975739,88448,32857,2202328432656,8
n9b7stride96_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,1,43.301891327,88448,32857,2202328484304,8
n9b7stride96_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,2,43.289352417,88448,32857,2202328381200,8
n9b7stride62_split/load50_uniform/hit/raw,4096,32768,712367,0,36.719553630,70016,32857,2477619495621,9
n9b7stride62_split/load50_uniform/hit/raw,4096,32768,712367,1,36.803161621,70016,32857,2477619495621,9
n9b7stride62_split/load50_uniform/hit/raw,4096,32768,712367,2,36.638885498,70016,32857,2477619495621,9
n9b7stride62_split/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,0,40.019622803,70016,32857,2202328440552,8
n9b7stride62_split/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,1,39.880081177,70016,32857,2202328440552,8
n9b7stride62_split/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,2,40.065460205,70016,32857,2202328440552,8
n9b7stride62_split/load50_uniform/hit/seriespack_tuplepack,4096,32768,712367,0,37.726172553,70016,32857,2477619495621,9
n9b7stride62_split/load50_uniform/hit/seriespack_tuplepack,4096,32768,712367,1,34.825632731,70016,32857,2477619495621,9
n9b7stride62_split/load50_uniform/hit/seriespack_tuplepack,4096,32768,712367,2,34.762552897,70016,32857,2477619495621,9
n9b7stride62_split/load50_uniform/miss/raw,4096,32768,712367,0,28.977802623,70016,33150,1548112371908608,11
n9b7stride62_split/load50_uniform/miss/raw,4096,32768,712367,1,28.873379794,70016,33150,1548112371908608,11
n9b7stride62_split/load50_uniform/miss/raw,4096,32768,712367,2,28.885819869,70016,33150,1548112371908608,11
n9b7stride62_split/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,0,27.809697931,70016,33150,1548112371908608,11
n9b7stride62_split/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,1,27.772671786,70016,33150,1548112371908608,11
n9b7stride62_split/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,2,27.792025479,70016,33150,1548112371908608,11
n9b7stride62_split/load50_uniform/miss/seriespack_tuplepack,4096,32768,712367,0,27.064600627,70016,33150,1688849860263936,12
n9b7stride62_split/load50_uniform/miss/seriespack_tuplepack,4096,32768,712367,1,26.883522034,70016,33150,1688849860263936,12
n9b7stride62_split/load50_uniform/miss/seriespack_tuplepack,4096,32768,712367,2,26.867009481,70016,33150,1688849860263936,12
n9b7stride62_split/load50_uniform/mixed/raw,4096,32768,712367,0,33.177578735,70016,32999,705057580338320,10
n9b7stride62_split/load50_uniform/mixed/raw,4096,32768,712367,1,33.219216919,70016,32999,705057580338320,10
n9b7stride62_split/load50_uniform/mixed/raw,4096,32768,712367,2,33.229946899,70016,32999,705057580338320,10
n9b7stride62_split/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,0,34.054946899,70016,32999,705057580338320,10
n9b7stride62_split/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,1,34.011796739,70016,32999,634551822304488,9
n9b7stride62_split/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,2,34.049099392,70016,32999,634551822304488,9
n9b7stride62_split/load50_uniform/mixed/seriespack_tuplepack,4096,32768,712367,0,30.727700806,70016,32999,705057580338320,10
n9b7stride62_split/load50_uniform/mixed/seriespack_tuplepack,4096,32768,712367,1,30.732037354,70016,32999,705057580338320,10
n9b7stride62_split/load50_uniform/mixed/seriespack_tuplepack,4096,32768,712367,2,30.751184082,70016,32999,705057580338320,10
n9b7stride62_split/load50_uniform/update/raw,4096,32768,712367,0,36.183112250,70016,32857,2477619497175,9
n9b7stride62_split/load50_uniform/update/raw,4096,32768,712367,1,36.070176866,70016,32857,2477619515513,9
n9b7stride62_split/load50_uniform/update/raw,4096,32768,712367,2,36.086083306,70016,32857,2477619457331,9
n9b7stride62_split/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,0,42.572265625,70016,32857,2202328432656,8
n9b7stride62_split/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,1,42.421806335,70016,32857,2202328484304,8
n9b7stride62_split/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,2,42.463859558,70016,32857,2202328381200,8
n9b7stride62_split/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,0,37.933831109,70016,32857,2477619497175,9
n9b7stride62_split/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,1,38.039296468,70016,32857,2477619515513,9
n9b7stride62_split/load50_uniform/update/seriespack_tuplepack,4096,32768,712367,2,37.919606527,70016,32857,2477619457331,9
n16b8stride120_combined/load50_uniform/hit/raw,4096,32768,712367,0,29.768130216,61824,32794,3028201605759,11
n16b8stride120_combined/load50_uniform/hit/raw,4096,32768,712367,1,29.930572510,61824,32794,3028201605759,11
n16b8stride120_combined/load50_uniform/hit/raw,4096,32768,712367,2,29.754952171,61824,32794,3028201605759,11
n16b8stride120_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,0,33.701181030,61824,32794,2752910550690,10
n16b8stride120_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,1,33.706604004,61824,32794,2752910550690,10
n16b8stride120_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,2,33.590963745,61824,32794,2752910550690,10
n16b8stride120_combined/load50_uniform/miss/raw,4096,32768,712367,0,27.420000712,61824,32883,1688849860263936,12
n16b8stride120_combined/load50_uniform/miss/raw,4096,32768,712367,1,27.477864583,61824,32883,1688849860263936,12
n16b8stride120_combined/load50_uniform/miss/raw,4096,32768,712367,2,27.424212138,61824,32883,1688849860263936,12
n16b8stride120_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,0,26.312693278,61824,32883,1688849860263936,12
n16b8stride120_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,1,26.407430013,61824,32883,1688849860263936,12
n16b8stride120_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,2,26.092661540,61824,32883,1688849860263936,12
n16b8stride120_combined/load50_uniform/mixed/raw,4096,32768,712367,0,28.750732422,61824,32846,775563338372152,11
n16b8stride120_combined/load50_uniform/mixed/raw,4096,32768,712367,1,28.652066317,61824,32846,775563338372152,11
